Customer ID,Total_Orders,Total_Revenue,Total_Units,Unique_Products,Recency_Days,Customer_Lifetime_Days,Average_Order_Value,Average_Units_Per_Order,Average_Products_Per_Order,Orders_Per_Month,Revenue_Segment,Activity_Segment
14950.0,1,371.2,136,19,19,0,371.2,136.0,19.0,1.0,Medium,Active
14951.0,1,311.69,311,20,79,0,311.69,311.0,20.0,1.0,Medium,Recently Inactive
14952.0,11,8099.49,3355,117,60,304,736.3172727272727,305.0,10.636363636363637,0.9880239520958084,Very High,Recently Inactive
14953.0,1,285.67,224,54,25,0,285.67,224.0,54.0,1.0,Low,Active
14954.0,1,294.85,117,75,12,0,294.85,117.0,75.0,1.0,Low,Active
14957.0,1,58.49,34,12,253,0,58.49,34.0,12.0,1.0,Low,Inactive
14958.0,3,483.73,128,33,147,98,161.24333333333334,42.666666666666664,11.0,0.703125,Medium,At Risk
14959.0,4,695.42,494,37,64,232,173.855,123.5,9.25,0.45801526717557245,High,Recently Inactive
14960.0,2,221.27,221,23,8,162,110.635,110.5,11.5,0.3125,Low,Active
14961.0,9,7044.68,3708,193,11,349,782.7422222222223,412.0,21.444444444444443,0.712401055408971,Very High,Active
14962.0,1,126.7,44,5,271,0,126.7,44.0,5.0,1.0,Low,Inactive
14963.0,5,1472.34,1159,149,10,173,294.46799999999996,231.8,29.8,0.7389162561576355,High,Active
14964.0,1,206.21,143,13,247,0,206.21,143.0,13.0,1.0,Low,Inactive
14965.0,2,596.09,363,80,96,0,298.045,181.5,40.0,2.0,Medium,At Risk
14966.0,1,183.02,179,35,15,0,183.02,179.0,35.0,1.0,Low,Active
14967.0,1,463.8,140,6,50,0,463.8,140.0,6.0,1.0,Medium,Recently Inactive
14968.0,1,147.59,127,37,30,0,147.59,127.0,37.0,1.0,Low,Active
14970.0,4,1592.06,250,24,68,248,398.015,62.5,6.0,0.4316546762589928,High,Recently Inactive
14971.0,3,1097.98,639,144,35,8,365.99333333333334,213.0,48.0,2.368421052631579,High,Recently Inactive
14972.0,1,114.77,28,18,128,0,114.77,28.0,18.0,1.0,Low,At Risk
14973.0,3,1314.45,369,29,107,118,438.15000000000003,123.0,9.666666666666666,0.6081081081081081,High,At Risk
14974.0,1,89.94,37,17,37,0,89.94,37.0,17.0,1.0,Low,Recently Inactive
14975.0,1,279.94,380,11,57,0,279.94,380.0,11.0,1.0,Low,Recently Inactive
14976.0,7,789.86,233,46,57,269,112.83714285714287,33.285714285714285,6.571428571428571,0.7023411371237458,High,Recently Inactive
14978.0,5,1921.3700000000001,523,136,72,258,384.274,104.6,27.2,0.5208333333333334,Very High,Recently Inactive
14981.0,1,102.12,97,8,246,0,102.12,97.0,8.0,1.0,Low,Inactive
14984.0,2,202.37,58,37,19,161,101.185,29.0,18.5,0.31413612565445026,Low,Active
14985.0,2,292.01,256,78,198,159,146.005,128.0,39.0,0.31746031746031744,Low,Inactive
14987.0,2,326.4,128,2,16,349,163.2,64.0,1.0,0.158311345646438,Medium,Active
14988.0,1,334.54,141,40,212,0,334.54,141.0,40.0,1.0,Medium,Inactive
14995.0,2,231.98000000000002,102,53,39,241,115.99000000000001,51.0,26.5,0.22140221402214022,Low,Recently Inactive
14997.0,3,546.1999999999999,1120,25,46,131,182.06666666666663,373.3333333333333,8.333333333333334,0.5590062111801243,Medium,Recently Inactive
14998.0,2,414.87,258,70,170,71,207.435,129.0,35.0,0.594059405940594,Medium,At Risk
15000.0,1,490.52,218,76,48,0,490.52,218.0,76.0,1.0,Medium,Recently Inactive
15002.0,4,1641.76,862,93,116,251,410.44,215.5,23.25,0.4270462633451957,High,At Risk
15004.0,1,1220.38,622,153,147,0,1220.38,622.0,153.0,1.0,High,At Risk
15005.0,28,6293.67,4228,359,16,350,224.77392857142857,151.0,12.821428571428571,2.210526315789474,Very High,Active
15006.0,1,475.43,285,120,51,0,475.43,285.0,120.0,1.0,Medium,Recently Inactive
15007.0,1,156.91,69,12,159,0,156.91,69.0,12.0,1.0,Low,At Risk
15009.0,3,1259.43,639,148,12,12,419.81,213.0,49.333333333333336,2.142857142857143,High,Active
15010.0,1,308.94,184,20,36,0,308.94,184.0,20.0,1.0,Medium,Recently Inactive
15012.0,2,405.04,225,110,54,319,202.52,112.5,55.0,0.17191977077363899,Medium,Recently Inactive
15014.0,2,257.67,149,29,43,133,128.835,74.5,14.5,0.36809815950920244,Low,Recently Inactive
15016.0,1,170.04,76,20,173,0,170.04,76.0,20.0,1.0,Low,At Risk
15017.0,1,125.58,63,20,34,0,125.58,63.0,20.0,1.0,Low,Recently Inactive
15018.0,3,496.21,189,30,39,329,165.40333333333334,63.0,10.0,0.25069637883008355,Medium,Recently Inactive
15019.0,1,252.81,150,64,267,0,252.81,150.0,64.0,1.0,Low,Inactive
15021.0,9,1871.77,819,287,9,357,207.97444444444443,91.0,31.88888888888889,0.6976744186046512,Very High,Active
15022.0,4,852.39,527,96,12,35,213.0975,131.75,24.0,1.8461538461538458,High,Active
15023.0,11,6701.51,2818,346,3,366,609.2281818181818,256.1818181818182,31.454545454545453,0.8333333333333334,Very High,Active
15024.0,10,1636.43,902,105,10,357,163.643,90.2,10.5,0.7751937984496123,High,Active
15025.0,1,361.96,184,66,33,0,361.96,184.0,66.0,1.0,Medium,Recently Inactive
15026.0,3,464.2,225,56,80,197,154.73333333333332,75.0,18.666666666666668,0.39647577092511016,Medium,Recently Inactive
15027.0,4,1066.15,565,30,31,207,266.5375,141.25,7.5,0.5063291139240506,High,Recently Inactive
15028.0,4,627.13,459,35,8,360,156.7825,114.75,8.75,0.3076923076923077,Medium,Active
15030.0,2,518.28,372,7,72,196,259.14,186.0,3.5,0.26548672566371684,Medium,Recently Inactive
15031.0,4,653.19,400,74,4,277,163.2975,100.0,18.5,0.39087947882736157,Medium,Active
15032.0,3,4959.1,2968,29,256,110,1653.0333333333335,989.3333333333334,9.666666666666666,0.6428571428571429,Very High,Inactive
15033.0,10,2553.88,1670,314,5,324,255.388,167.0,31.4,0.847457627118644,Very High,Active
15034.0,8,4274.16,2413,299,16,338,534.27,301.625,37.375,0.6521739130434783,Very High,Active
15035.0,1,252.73000000000002,245,26,90,0,252.73000000000002,245.0,26.0,1.0,Low,Recently Inactive
15036.0,3,429.56,316,107,72,107,143.18666666666667,105.33333333333333,35.666666666666664,0.6569343065693432,Medium,Recently Inactive
15038.0,6,685.74,212,105,59,311,114.29,35.333333333333336,17.5,0.5278592375366569,High,Recently Inactive
15039.0,47,19766.59,9131,408,10,359,420.5657446808511,194.27659574468086,8.680851063829786,3.6246786632390746,Very High,Active
15041.0,1,179.93,103,66,170,0,179.93,103.0,66.0,1.0,Low,At Risk
15042.0,1,135.93,30,5,199,0,135.93,30.0,5.0,1.0,Low,Inactive
15043.0,1,537.0,300,3,31,0,537.0,300.0,3.0,1.0,Medium,Recently Inactive
15044.0,17,7634.7300000000005,2785,233,19,342,449.1017647058824,163.8235294117647,13.705882352941176,1.3709677419354838,Very High,Active
15045.0,2,735.66,114,11,152,105,367.83,57.0,5.5,0.4444444444444444,High,At Risk
15046.0,15,5071.47,3371,146,9,329,338.098,224.73333333333332,9.733333333333333,1.2534818941504178,Very High,Active
15047.0,1,343.62,222,22,270,0,343.62,222.0,22.0,1.0,Medium,Inactive
15048.0,4,381.0,192,86,65,303,95.25,48.0,21.5,0.3603603603603604,Medium,Recently Inactive
15049.0,1,121.17000000000002,63,3,274,0,121.17000000000002,63.0,3.0,1.0,Low,Inactive
15050.0,3,1737.69,1216,68,25,46,579.23,405.3333333333333,22.666666666666668,1.1842105263157896,Very High,Active
15051.0,3,1383.36,1010,130,23,127,461.11999999999995,336.6666666666667,43.333333333333336,0.5732484076433121,High,Active
15052.0,1,207.73000000000002,79,27,319,0,207.73000000000002,79.0,27.0,1.0,Low,Inactive
15053.0,3,693.95,984,49,5,277,231.3166666666667,328.0,16.333333333333332,0.2931596091205212,High,Active
15054.0,2,302.1,198,105,12,28,151.05,99.0,52.5,1.0344827586206897,Low,Active
15057.0,2,1489.5,668,25,275,40,744.75,334.0,12.5,0.8571428571428572,High,Inactive
15058.0,11,2102.54,1054,199,25,286,191.14,95.81818181818181,18.09090909090909,1.0443037974683544,Very High,Active
15059.0,9,1337.72,604,161,41,293,148.63555555555556,67.11111111111111,17.88888888888889,0.8359133126934983,High,Recently Inactive
15060.0,4,293.0,256,80,8,0,73.25,64.0,20.0,4.0,Low,Active
15061.0,48,54534.14,28920,70,4,368,1136.1279166666666,602.5,1.4583333333333333,3.618090452261306,Very High,Active
15062.0,4,987.86,763,47,71,288,246.965,190.75,11.75,0.37735849056603776,High,Recently Inactive
15063.0,1,370.79999999999995,56,5,213,0,370.79999999999995,56.0,5.0,1.0,Medium,Inactive
15065.0,4,3158.13,1383,148,38,253,789.5325,345.75,37.0,0.42402826855123676,Very High,Recently Inactive
15066.0,1,893.59,317,42,53,0,893.59,317.0,42.0,1.0,High,Recently Inactive
15067.0,3,1744.76,954,82,78,204,581.5866666666667,318.0,27.333333333333332,0.38461538461538464,Very High,Recently Inactive
15068.0,2,553.36,364,96,46,210,276.68,182.0,48.0,0.25,Medium,Recently Inactive
15069.0,1,1109.53,520,70,179,0,1109.53,520.0,70.0,1.0,High,At Risk
15070.0,1,106.2,36,1,373,0,106.2,36.0,1.0,1.0,Low,Inactive
15071.0,2,982.07,269,25,94,182,491.035,134.5,12.5,0.2830188679245283,High,At Risk
15073.0,3,1043.41,491,31,10,177,347.80333333333334,163.66666666666666,10.333333333333334,0.43478260869565216,High,Active
15074.0,1,735.67,431,41,105,0,735.67,431.0,41.0,1.0,High,At Risk
15075.0,1,773.03,447,27,78,0,773.03,447.0,27.0,1.0,High,Recently Inactive
15076.0,1,880.85,571,49,173,0,880.85,571.0,49.0,1.0,High,At Risk
15078.0,32,9743.11,5105,97,7,361,304.4721875,159.53125,3.03125,2.455242966751918,Very High,Active
15079.0,4,895.61,389,46,213,153,223.9025,97.25,11.5,0.6557377049180328,High,Inactive
15081.0,5,504.8,190,26,22,345,100.96000000000001,38.0,5.2,0.4,Medium,Active
15083.0,1,88.2,38,5,257,0,88.2,38.0,5.0,1.0,Low,Inactive
15087.0,1,306.94,470,15,282,0,306.94,470.0,15.0,1.0,Medium,Inactive
15088.0,2,1160.07,460,53,21,45,580.035,230.0,26.5,0.8,High,Active
15089.0,6,2420.84,1359,139,10,118,403.47333333333336,226.5,23.166666666666668,1.2162162162162162,Very High,Active
15090.0,1,381.32,208,23,308,0,381.32,208.0,23.0,1.0,Medium,Inactive
15091.0,1,480.71,346,30,68,0,480.71,346.0,30.0,1.0,Medium,Recently Inactive
15092.0,2,457.81,135,23,215,68,228.905,67.5,11.5,0.6122448979591837,Medium,Inactive
15093.0,6,4597.02,3760,52,18,353,766.1700000000001,626.6666666666666,8.666666666666666,0.46997389033942555,Very High,Active
15095.0,4,1370.6000000000001,1079,30,104,99,342.65000000000003,269.75,7.5,0.9302325581395349,High,At Risk
15096.0,1,219.39000000000001,120,11,43,0,219.39000000000001,120.0,11.0,1.0,Low,Recently Inactive
15097.0,1,248.08,170,25,4,0,248.08,170.0,25.0,1.0,Low,Active
15098.0,3,39916.5,121,1,182,0,13305.5,40.333333333333336,0.3333333333333333,3.0,Very High,Inactive
15099.0,1,410.48,343,23,84,0,410.48,343.0,23.0,1.0,Medium,Recently Inactive
15100.0,3,876.0,80,1,334,40,292.0,26.666666666666668,0.3333333333333333,1.2857142857142858,High,Inactive
15101.0,2,317.53000000000003,241,8,9,350,158.76500000000001,120.5,4.0,0.15789473684210528,Medium,Active
15103.0,2,703.36,329,35,31,55,351.68,164.5,17.5,0.7058823529411765,High,Recently Inactive
15104.0,2,993.54,635,66,197,85,496.77,317.5,33.0,0.5217391304347826,High,Inactive
15105.0,7,2298.93,1211,90,18,116,328.4185714285714,173.0,12.857142857142858,1.4383561643835614,Very High,Active
15106.0,5,1422.52,1181,90,18,251,284.504,236.2,18.0,0.5338078291814946,High,Active
15107.0,6,319.5,169,12,311,61,53.25,28.166666666666668,2.0,1.978021978021978,Medium,Inactive
15108.0,4,1300.25,499,50,142,85,325.0625,124.75,12.5,1.0434782608695652,High,At Risk
15109.0,1,484.95,131,28,246,0,484.95,131.0,28.0,1.0,Medium,Inactive
15110.0,4,996.1,246,17,24,294,249.025,61.5,4.25,0.37037037037037035,High,Active
15111.0,3,1567.48,710,70,29,343,522.4933333333333,236.66666666666666,23.333333333333332,0.24128686327077747,High,Active
15113.0,3,3509.04,2343,76,10,44,1169.68,781.0,25.333333333333332,1.2162162162162162,Very High,Active
15114.0,10,2760.56,3096,136,30,271,276.056,309.6,13.6,0.9966777408637874,Very High,Active
15115.0,1,340.11,157,21,18,0,340.11,157.0,21.0,1.0,Medium,Active
15116.0,4,1352.75,648,37,18,187,338.1875,162.0,9.25,0.5529953917050692,High,Active
15117.0,5,1551.78,1948,63,15,200,310.356,389.6,12.6,0.6521739130434783,High,Active
15118.0,1,244.8,1440,1,134,0,244.8,1440.0,1.0,1.0,Low,At Risk
15119.0,1,266.4,88,14,246,0,266.4,88.0,14.0,1.0,Low,Inactive
15120.0,1,358.82,296,21,134,0,358.82,296.0,21.0,1.0,Medium,At Risk
15121.0,2,457.72,199,28,50,238,228.86,99.5,14.0,0.22388059701492538,Medium,Recently Inactive
15122.0,3,1633.78,800,65,114,183,544.5933333333334,266.6666666666667,21.666666666666668,0.4225352112676057,High,At Risk
15123.0,2,2199.31,1195,93,7,198,1099.655,597.5,46.5,0.2631578947368421,Very High,Active
15124.0,2,184.19,233,14,23,169,92.095,116.5,7.0,0.3015075376884422,Low,Active
15125.0,15,11528.48,6193,102,25,245,768.5653333333333,412.8666666666667,6.8,1.6363636363636365,Very High,Active
15127.0,1,406.53000000000003,251,16,66,0,406.53000000000003,251.0,16.0,1.0,Medium,Recently Inactive
15128.0,4,1471.0,1343,74,60,159,367.75,335.75,18.5,0.6349206349206349,High,Recently Inactive
15129.0,11,3447.4,1794,54,50,241,313.40000000000003,163.0909090909091,4.909090909090909,1.2177121771217712,Very High,Recently Inactive
15130.0,1,330.11,197,22,170,0,330.11,197.0,22.0,1.0,Medium,At Risk
15132.0,5,977.9300000000001,679,49,18,244,195.586,135.8,9.8,0.5474452554744526,High,Active
15133.0,3,982.42,680,27,128,174,327.4733333333333,226.66666666666666,9.0,0.4411764705882353,High,At Risk
15134.0,8,1387.99,887,44,15,225,173.49875,110.875,5.5,0.9411764705882353,High,Active
15135.0,1,139.05,43,9,239,0,139.05,43.0,9.0,1.0,Low,Inactive
15136.0,4,1286.7,776,61,3,93,321.675,194.0,15.25,0.9756097560975611,High,Active
15139.0,2,178.96,208,13,240,96,89.48,104.0,6.5,0.47619047619047616,Low,Inactive
15140.0,7,2354.25,1572,74,52,211,336.32142857142856,224.57142857142858,10.571428571428571,0.8713692946058091,Very High,Recently Inactive
15142.0,1,498.74,365,26,46,0,498.74,365.0,26.0,1.0,Medium,Recently Inactive
15143.0,1,259.45,150,14,226,0,259.45,150.0,14.0,1.0,Low,Inactive
15144.0,17,6580.4400000000005,3050,132,8,304,387.084705882353,179.41176470588235,7.764705882352941,1.5269461077844313,Very High,Active
15145.0,4,1194.73,756,54,4,244,298.6825,189.0,13.5,0.43795620437956206,High,Active
15146.0,2,1327.16,1473,90,165,126,663.58,736.5,45.0,0.3846153846153846,High,At Risk
15147.0,1,623.5,366,28,240,0,623.5,366.0,28.0,1.0,Medium,Inactive
15148.0,1,301.29,187,20,11,0,301.29,187.0,20.0,1.0,Low,Active
15149.0,1,520.8000000000001,128,23,134,0,520.8000000000001,128.0,23.0,1.0,Medium,At Risk
15150.0,10,5291.33,3642,282,17,251,529.133,364.2,28.2,1.0676156583629892,Very High,Active
15152.0,13,4745.69,2704,196,10,177,365.0530769230769,208.0,15.076923076923077,1.8840579710144927,Very High,Active
15153.0,1,329.25,198,22,31,0,329.25,198.0,22.0,1.0,Medium,Recently Inactive
15154.0,1,254.28,89,66,75,0,254.28,89.0,66.0,1.0,Low,Recently Inactive
15156.0,3,961.49,597,51,1,32,320.49666666666667,199.0,17.0,1.4516129032258067,High,Active
15157.0,3,1936.07,2392,125,4,354,645.3566666666667,797.3333333333334,41.666666666666664,0.234375,Very High,Active
15158.0,1,401.40000000000003,198,7,45,0,401.40000000000003,198.0,7.0,1.0,Medium,Recently Inactive
15159.0,30,18641.010000000002,11441,363,2,359,621.3670000000001,381.3666666666667,12.1,2.313624678663239,Very High,Active
15160.0,1,158.16,84,4,357,0,158.16,84.0,4.0,1.0,Low,Inactive
15163.0,2,304.47,186,29,18,173,152.235,93.0,14.5,0.2955665024630542,Low,Active
15164.0,3,824.58,351,79,69,270,274.86,117.0,26.333333333333332,0.3,High,Recently Inactive
15165.0,1,487.75,160,27,373,0,487.75,160.0,27.0,1.0,Medium,Inactive
15167.0,1,158.8,65,39,321,0,158.8,65.0,39.0,1.0,Low,Inactive
15168.0,1,106.56,52,5,26,0,106.56,52.0,5.0,1.0,Low,Active
15171.0,1,1289.5,290,5,331,0,1289.5,290.0,5.0,1.0,High,Inactive
15172.0,5,1624.05,1611,106,9,227,324.81,322.2,21.2,0.5836575875486382,High,Active
15174.0,1,135.75,145,11,323,0,135.75,145.0,11.0,1.0,Low,Inactive
15175.0,1,224.14,454,23,72,0,224.14,454.0,23.0,1.0,Low,Recently Inactive
15178.0,1,40.5,30,3,260,0,40.5,30.0,3.0,1.0,Low,Inactive
15179.0,5,2206.9500000000003,1938,91,18,300,441.39000000000004,387.6,18.2,0.45454545454545453,Very High,Active
15180.0,1,87.5,36,6,367,0,87.5,36.0,6.0,1.0,Low,Inactive
15181.0,3,689.48,544,11,66,203,229.82666666666668,181.33333333333334,3.6666666666666665,0.38626609442060084,High,Recently Inactive
15182.0,2,622.85,253,24,154,114,311.425,126.5,12.0,0.4166666666666667,Medium,At Risk
15184.0,2,402.2,199,59,29,161,201.1,99.5,29.5,0.31413612565445026,Medium,Active
15185.0,1,310.62,666,21,70,0,310.62,666.0,21.0,1.0,Medium,Recently Inactive
15186.0,2,411.41,215,17,14,154,205.705,107.5,8.5,0.32608695652173914,Medium,Active
15187.0,16,4777.18,1887,61,2,210,298.57375,117.9375,3.8125,2.0,Very High,Active
15189.0,41,16225.39,6149,80,1,331,395.74121951219513,149.97560975609755,1.951219512195122,3.407202216066482,Very High,Active
15192.0,3,1044.32,918,36,120,245,348.1066666666666,306.0,12.0,0.32727272727272727,High,At Risk
15193.0,1,499.32,144,19,61,0,499.32,144.0,19.0,1.0,Medium,Recently Inactive
15194.0,15,7616.53,5703,209,3,365,507.76866666666666,380.2,13.933333333333334,1.139240506329114,Very High,Active
15195.0,1,3861.0,1404,1,3,0,3861.0,1404.0,1.0,1.0,Very High,Active
15197.0,3,1079.61,469,30,11,347,359.86999999999995,156.33333333333334,10.0,0.2387267904509284,High,Active
15198.0,2,193.64,120,10,92,31,96.82,60.0,5.0,0.9836065573770493,Low,At Risk
15199.0,4,1268.7,396,5,59,249,317.175,99.0,1.25,0.4301075268817204,High,Recently Inactive
15201.0,5,1236.54,1210,35,87,160,247.308,242.0,7.0,0.7894736842105263,High,Recently Inactive
15203.0,6,1827.8,1753,82,26,285,304.6333333333333,292.1666666666667,13.666666666666666,0.5714285714285714,Very High,Active
15204.0,1,316.58,258,9,357,0,316.58,258.0,9.0,1.0,Medium,Inactive
15205.0,2,653.24,378,37,85,42,326.62,189.0,18.5,0.8333333333333334,Medium,Recently Inactive
15206.0,4,420.3,162,3,10,265,105.075,40.5,0.75,0.4067796610169491,Medium,Active
15208.0,5,870.12,316,25,1,352,174.024,63.2,5.0,0.39267015706806285,High,Active
15210.0,1,331.18,228,20,225,0,331.18,228.0,20.0,1.0,Medium,Inactive
15211.0,2,894.4100000000001,240,52,60,304,447.20500000000004,120.0,26.0,0.17964071856287425,High,Recently Inactive
15212.0,1,101.8,36,5,241,0,101.8,36.0,5.0,1.0,Low,Inactive
15213.0,2,328.35,272,22,319,11,164.175,136.0,11.0,1.4634146341463414,Medium,Inactive
15214.0,8,1661.44,1254,109,2,241,207.68,156.75,13.625,0.8856088560885609,Very High,Active
15215.0,3,734.94,225,33,47,49,244.98000000000002,75.0,11.0,1.139240506329114,High,Recently Inactive
15216.0,1,96.6,28,2,88,0,96.6,28.0,2.0,1.0,Low,Recently Inactive
15218.0,11,5756.89,3329,77,11,308,523.3536363636364,302.6363636363636,7.0,0.9763313609467454,Very High,Active
15219.0,1,305.75,45,9,176,0,305.75,45.0,9.0,1.0,Low,At Risk
15220.0,6,1778.96,1393,110,52,229,296.49333333333334,232.16666666666666,18.333333333333332,0.694980694980695,Very High,Recently Inactive
15221.0,1,403.25,43,5,366,0,403.25,43.0,5.0,1.0,Medium,Inactive
15222.0,1,585.0,440,5,319,0,585.0,440.0,5.0,1.0,Medium,Inactive
15223.0,2,755.75,213,14,226,23,377.875,106.5,7.0,1.1320754716981132,High,Inactive
15224.0,2,322.08,152,13,358,4,161.04,76.0,6.5,1.7647058823529411,Medium,Inactive
15225.0,1,409.40000000000003,226,23,234,0,409.40000000000003,226.0,23.0,1.0,Medium,Inactive
15226.0,1,154.41,71,8,311,0,154.41,71.0,8.0,1.0,Low,Inactive
15227.0,5,1219.4,750,43,37,280,243.88000000000002,150.0,8.6,0.48387096774193544,High,Recently Inactive
15228.0,4,3386.71,2255,110,66,228,846.6775,563.75,27.5,0.46511627906976744,Very High,Recently Inactive
15230.0,2,429.6,351,23,239,1,214.8,175.5,11.5,1.9354838709677418,Medium,Inactive
15232.0,2,612.06,686,26,113,27,306.03,343.0,13.0,1.0526315789473684,Medium,At Risk
15234.0,1,197.0,196,14,277,0,197.0,196.0,14.0,1.0,Low,Inactive
15235.0,12,2247.51,1324,132,218,155,187.29250000000002,110.33333333333333,11.0,1.9459459459459458,Very High,Inactive
15236.0,1,321.05,269,15,299,0,321.05,269.0,15.0,1.0,Medium,Inactive
15237.0,4,1412.32,1071,94,2,225,353.08,267.75,23.5,0.47058823529411764,High,Active
15238.0,3,1071.99,692,49,29,154,357.33,230.66666666666666,16.333333333333332,0.48913043478260865,High,Active
15239.0,2,780.59,594,48,10,68,390.295,297.0,24.0,0.6122448979591837,High,Active
15240.0,5,1706.57,1369,58,45,267,341.31399999999996,273.8,11.6,0.5050505050505051,Very High,Recently Inactive
15241.0,8,1756.44,1818,82,67,216,219.555,227.25,10.25,0.9756097560975611,Very High,Recently Inactive
15243.0,1,316.68,185,22,74,0,316.68,185.0,22.0,1.0,Medium,Recently Inactive
15244.0,2,631.57,405,31,65,182,315.785,202.5,15.5,0.2830188679245283,Medium,Recently Inactive
15245.0,3,2515.84,1784,55,134,127,838.6133333333333,594.6666666666666,18.333333333333332,0.5732484076433121,Very High,At Risk
15246.0,2,514.15,247,32,238,120,257.075,123.5,16.0,0.4,Medium,Inactive
15247.0,1,356.0,160,6,122,0,356.0,160.0,6.0,1.0,Medium,At Risk
15249.0,13,6688.46,3577,211,32,224,514.496923076923,275.15384615384613,16.23076923076923,1.5354330708661417,Very High,Recently Inactive
15251.0,11,10484.99,6171,97,9,232,953.180909090909,561.0,8.818181818181818,1.2595419847328242,Very High,Active
15252.0,2,740.78,522,44,36,146,370.39,261.0,22.0,0.34090909090909094,High,Recently Inactive
15253.0,5,918.2,866,52,16,153,183.64000000000001,173.2,10.4,0.819672131147541,High,Active
15254.0,1,300.36,275,18,127,0,300.36,275.0,18.0,1.0,Low,At Risk
15255.0,1,890.85,489,47,67,0,890.85,489.0,47.0,1.0,High,Recently Inactive
15256.0,1,98.45,55,6,149,0,98.45,55.0,6.0,1.0,Low,At Risk
15257.0,1,317.15,46,7,283,0,317.15,46.0,7.0,1.0,Medium,Inactive
15258.0,2,623.16,142,32,169,48,311.58,71.0,16.0,0.7692307692307692,Medium,At Risk
15260.0,7,1810.77,885,62,100,272,258.68142857142857,126.42857142857143,8.857142857142858,0.695364238410596,Very High,At Risk
15261.0,1,254.82,270,19,135,0,254.82,270.0,19.0,1.0,Low,At Risk
15262.0,1,178.95000000000002,73,10,324,0,178.95000000000002,73.0,10.0,1.0,Low,Inactive
15263.0,1,156.51,89,12,107,0,156.51,89.0,12.0,1.0,Low,At Risk
15264.0,1,393.74,265,23,64,0,393.74,265.0,23.0,1.0,Medium,Recently Inactive
15265.0,2,1506.1200000000001,612,76,151,84,753.0600000000001,306.0,38.0,0.5263157894736842,High,At Risk
15266.0,1,119.3,18,6,338,0,119.3,18.0,6.0,1.0,Low,Inactive
15267.0,5,1717.36,944,8,22,160,343.472,188.8,1.6,0.7894736842105263,Very High,Active
15269.0,1,408.8,26,2,24,0,408.8,26.0,2.0,1.0,Medium,Active
15270.0,7,2379.49,1521,22,16,294,339.9271428571428,217.28571428571428,3.142857142857143,0.6481481481481481,Very High,Active
15271.0,15,2493.34,1251,184,7,358,166.22266666666667,83.4,12.266666666666667,1.1597938144329896,Very High,Active
15272.0,2,721.94,310,63,57,28,360.97,155.0,31.5,1.0344827586206897,High,Recently Inactive
15274.0,2,716.57,619,44,4,14,358.285,309.5,22.0,1.3636363636363635,High,Active
15275.0,1,615.14,498,41,38,0,615.14,498.0,41.0,1.0,Medium,Recently Inactive
15276.0,1,128.63,61,49,66,0,128.63,61.0,49.0,1.0,Low,Recently Inactive
15277.0,1,255.89999999999998,205,12,47,0,255.89999999999998,205.0,12.0,1.0,Low,Recently Inactive
15279.0,1,290.51,189,19,355,0,290.51,189.0,19.0,1.0,Low,Inactive
15280.0,1,113.12,154,16,172,0,113.12,154.0,16.0,1.0,Low,At Risk
15281.0,9,2332.15,1211,121,59,274,259.1277777777778,134.55555555555554,13.444444444444445,0.8881578947368421,Very High,Recently Inactive
15286.0,1,240.55,55,3,50,0,240.55,55.0,3.0,1.0,Low,Recently Inactive
15287.0,2,486.69,433,17,22,48,243.345,216.5,8.5,0.7692307692307692,Medium,Active
15288.0,5,2306.52,775,80,43,322,461.304,155.0,16.0,0.42613636363636365,Very High,Recently Inactive
15289.0,3,939.78,1008,43,29,220,313.26,336.0,14.333333333333334,0.36000000000000004,High,Active
15290.0,18,7943.22,4501,93,5,354,441.29,250.05555555555554,5.166666666666667,1.40625,Very High,Active
15291.0,14,4623.3,2102,61,26,348,330.2357142857143,150.14285714285714,4.357142857142857,1.1111111111111112,Very High,Active
15292.0,1,178.39,55,24,201,0,178.39,55.0,24.0,1.0,Low,Inactive
15296.0,6,3672.86,1766,137,51,275,612.1433333333333,294.3333333333333,22.833333333333332,0.5901639344262295,Very High,Recently Inactive
15297.0,3,641.94,292,30,10,53,213.98000000000002,97.33333333333333,10.0,1.0843373493975903,Medium,Active
15298.0,12,4799.9,3116,115,2,364,399.9916666666666,259.6666666666667,9.583333333333334,0.9137055837563453,Very High,Active
15299.0,6,3907.01,2947,6,67,304,651.1683333333334,491.1666666666667,1.0,0.5389221556886228,Very High,Recently Inactive
15300.0,1,496.44,292,28,64,0,496.44,292.0,28.0,1.0,Medium,Recently Inactive
15301.0,12,5049.95,2751,167,51,317,420.82916666666665,229.25,13.916666666666666,1.037463976945245,Very High,Recently Inactive
15303.0,1,574.02,248,31,290,0,574.02,248.0,31.0,1.0,Medium,Inactive
15304.0,8,694.4,104,8,61,307,86.8,13.0,1.0,0.712166172106825,High,Recently Inactive
15306.0,3,1174.3500000000001,810,57,64,83,391.45000000000005,270.0,19.0,0.7964601769911505,High,Recently Inactive
15307.0,1,205.3,37,12,96,0,205.3,37.0,12.0,1.0,Low,At Risk
15308.0,1,310.47,175,19,274,0,310.47,175.0,19.0,1.0,Medium,Inactive
15311.0,91,60632.75,38147,567,1,373,666.2939560439561,419.1978021978022,6.230769230769231,6.774193548387097,Very High,Active
15312.0,4,924.85,516,42,75,279,231.2125,129.0,10.5,0.3883495145631068,High,Recently Inactive
