StockCode,Product_Name,Total_Units_Sold,Total_Revenue,Orders,Customers,Average_Price,Revenue_Per_Order,Units_Per_Order,Customer_Penetration,Revenue_Segment
22762,CUPBOARD 3 DRAWER MA CAMPAGNE,171,2786.0299999999997,112,74,17.674464285714286,24.875267857142855,1.5267857142857142,1.7070357554786622,Very High
22763,KEY CABINET MA CAMPAGNE,206,2176.3199999999997,108,76,11.311666666666666,20.15111111111111,1.9074074074074074,1.7531718569780852,High
22764,"RUSTIC WOODEN CABINET, GLASS DOORS",5,174.76999999999998,3,2,33.28666666666667,58.25666666666666,1.6666666666666667,0.0461361014994233,Medium
22765,NEWSPAPER STAND,27,316.95000000000005,5,3,19.874000000000002,63.39000000000001,5.4,0.06920415224913494,Medium
22766,PHOTO FRAME CORNICE,3267,9755.09,504,278,3.213877952755906,19.3553373015873,6.482142857142857,6.412918108419839,Very High
22767,TRIPLE PHOTO FRAME CORNICE ,774,7173.55,218,152,10.27288990825688,32.90619266055046,3.55045871559633,3.5063437139561704,Very High
22768,FAMILY PHOTO FRAME CORNICE,867,8258.59,260,184,10.96038314176245,31.763807692307694,3.3346153846153848,4.244521337946944,Very High
22769,CHALKBOARD KITCHEN ORGANISER,11,366.73,8,3,37.61,45.84125,1.375,0.06920415224913494,Medium
22770,MIRROR CORNICE,94,1515.68,62,44,16.29064516129032,24.44645161290323,1.5161290322580645,1.0149942329873125,High
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,6539,8930.44,441,168,1.5675615212527965,20.25043083900227,14.82766439909297,3.875432525951557,Very High
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,3793,5116.7,254,84,1.66984375,20.14448818897638,14.933070866141732,1.9377162629757785,Very High
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,2075,2739.4,191,82,1.5244102564102564,14.342408376963352,10.863874345549739,1.8915801614763552,Very High
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,2254,2871.75,140,56,1.5968794326241134,20.5125,16.1,1.2918108419838525,Very High
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,3105,4469.37,237,79,1.743677685950413,18.858101265822786,13.10126582278481,1.8223760092272203,Very High
22776,SWEETHEART CAKESTAND 3 TIER,1244,13078.78,536,327,11.44487895716946,24.40070895522388,2.3208955223880596,7.5432525951557095,Very High
22777,GLASS BELL JAR LARGE,352,2951.53,58,37,10.673793103448277,50.888448275862075,6.068965517241379,0.8535178777393311,Very High
22778,GLASS CLOCHE SMALL,808,3146.82,143,80,4.897432432432433,22.005734265734265,5.65034965034965,1.845444059976932,Very High
22779,WOODEN OWLS LIGHT GARLAND ,1537,5789.85,149,88,4.183509933774834,38.85805369127517,10.315436241610739,2.029988465974625,Very High
22780,LIGHT GARLAND BUTTERFILES PINK,1346,5044.34,132,82,4.1853731343283584,38.21469696969697,10.196969696969697,1.8915801614763552,Very High
22781,GUMBALL MAGAZINE RACK,621,5191.01,232,118,9.835818965517243,22.375043103448277,2.6767241379310347,2.7220299884659744,Very High
22782,SET 3 WICKER STORAGE BASKETS ,241,3399.95,74,65,19.355405405405406,45.94527027027027,3.2567567567567566,1.4994232987312572,Very High
22783,SET 3 WICKER OVAL BASKETS W LIDS,463,5961.25,33,29,14.623939393939393,180.6439393939394,14.030303030303031,0.6689734717416378,Very High
22784,LANTERN CREAM GAZEBO ,1272,6360.99,299,192,5.675478547854786,21.274214046822742,4.254180602006689,4.429065743944636,Very High
22785,SQUARECUSHION COVER PINK UNION FLAG,245,1087.57,74,48,7.300540540540541,14.696891891891891,3.310810810810811,1.107266435986159,High
22786,CUSHION COVER PINK UNION JACK,123,764.63,47,31,7.620212765957446,16.26872340425532,2.617021276595745,0.7151095732410611,High
22788,BROCANTE COAT RACK,220,2025.96,60,33,12.059666666666665,33.766,3.6666666666666665,0.7612456747404844,High
22789,T-LIGHT HOLDER SWEETHEART HANGING,844,1657.02,138,101,2.159928057553957,12.007391304347825,6.115942028985507,2.3298731257208765,High
22791,T-LIGHT GLASS FLUTED ANTIQUE,7955,9873.880000000001,345,184,1.5130057803468209,28.61994202898551,23.057971014492754,4.244521337946944,Very High
22792,FLUTED ANTIQUE CANDLE HOLDER,2785,2622.93,206,100,1.1530582524271844,12.73266990291262,13.519417475728156,2.306805074971165,Very High
22794,SWEETHEART WIRE MAGAZINE RACK,326,2784.9,182,114,9.025934065934067,15.301648351648351,1.7912087912087913,2.629757785467128,Very High
22795,SWEETHEART RECIPE BOOK STAND,1211,8571.25,368,170,8.111132075471698,23.291440217391305,3.2907608695652173,3.9215686274509802,Very High
22796,PHOTO FRAME 3 CLASSIC HANGING,582,5787.45,232,146,10.461965811965811,24.94590517241379,2.5086206896551726,3.3679354094579006,Very High
22797,CHEST OF DRAWERS GINGHAM HEART ,163,2851.36,91,63,18.919890109890108,31.333626373626377,1.7912087912087913,1.453287197231834,Very High
22798,ANTIQUE GLASS DRESSING TABLE POT,1798,5561.3,267,126,3.781310861423221,20.82883895131086,6.734082397003745,2.906574394463668,Very High
22799,SWEETHEART WIRE FRUIT BOWL,207,1623.08,89,70,8.717191011235956,18.236853932584268,2.3258426966292136,1.6147635524798154,High
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,870,3560.74,203,109,4.955615763546798,17.540591133004924,4.285714285714286,2.51441753171857,Very High
22801,ANTIQUE GLASS PEDESTAL BOWL,1027,4203.89,220,123,4.729107142857143,19.10859090909091,4.668181818181818,2.837370242214533,Very High
22802,FAUX FUR CHOCOLATE THROW,87,1474.74,49,30,18.740408163265304,30.09673469387755,1.7755102040816326,0.6920415224913495,High
22803,IVORY EMBROIDERED QUILT ,54,2038.0900000000001,31,18,38.972903225806455,65.74483870967742,1.7419354838709677,0.4152249134948097,High
22804,CANDLEHOLDER PINK HANGING HEART,3131,8102.950000000001,474,252,3.1792708333333337,17.094831223628695,6.605485232067511,5.813148788927336,Very High
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,1890,2576.03,195,77,1.675846153846154,13.210410256410258,9.692307692307692,1.776239907727797,Very High
22806,SET OF 6 T-LIGHTS WEDDING CAKE ,260,677.0400000000001,38,28,3.388421052631579,17.81684210526316,6.842105263157895,0.6459054209919263,Medium
22807,SET OF 6 T-LIGHTS TOADSTOOLS,818,2417.73,195,74,3.7699492385786804,12.398615384615384,4.194871794871795,1.7070357554786622,Very High
22808,SET OF 6 T-LIGHTS EASTER CHICKS,345,1038.8700000000001,75,51,3.601466666666667,13.851600000000001,4.6,1.1764705882352942,High
22809,SET OF 6 T-LIGHTS SANTA,1240,3781.2000000000003,204,141,3.5039805825242722,18.53529411764706,6.078431372549019,3.2525951557093427,Very High
22810,SET OF 6 T-LIGHTS SNOWMEN,944,3022.0800000000004,165,106,3.5977108433734943,18.315636363636365,5.721212121212122,2.445213379469435,Very High
22811,SET OF 6 T-LIGHTS CACTI ,881,2419.29,108,37,3.8372477064220183,22.400833333333335,8.157407407407407,0.8535178777393311,Very High
22812,PACK 3 BOXES CHRISTMAS PANNETONE,1725,3608.2999999999997,185,98,2.820315789473684,19.504324324324323,9.324324324324325,2.260668973471742,Very High
22813,PACK 3 BOXES BIRD PANNETONE ,2372,4640.78,218,116,2.645229357798165,21.287981651376146,10.880733944954128,2.675893886966551,Very High
22814,CARD PARTY GAMES ,2129,888.47,235,75,0.4929361702127659,3.780723404255319,9.059574468085106,1.7301038062283738,High
22815,CARD PSYCHEDELIC APPLES,2628,1118.84,268,79,0.4901492537313432,4.174776119402985,9.805970149253731,1.8223760092272203,High
22816,CARD MOTORBIKE SANTA,3987,1691.76,266,158,0.4599253731343283,6.36,14.988721804511279,3.6447520184544406,High
22817,CARD SUKI BIRTHDAY,2639,1114.81,290,79,0.48220689655172416,3.8441724137931033,9.1,1.8223760092272203,High
22818,CARD CHRISTMAS VILLAGE,3633,1550.4,244,151,0.46090163934426226,6.354098360655738,14.889344262295081,3.4832756632064585,High
22819,"BIRTHDAY CARD, RETRO SPOT",2608,1104.81,270,94,0.4670740740740741,4.091888888888889,9.65925925925926,2.1683967704728953,High
22820,GIFT BAG BIRTHDAY,940,575.42,77,42,0.6137179487179487,7.472987012987012,12.207792207792208,0.9688581314878892,Medium
22821,GIFT BAG PSYCHEDELIC APPLES,1171,722.6700000000001,139,52,0.7051079136690648,5.199064748201439,8.424460431654676,1.1995386389850058,High
22822,CREAM WALL PLANTER HEART SHAPED,433,2582.75,158,121,6.442974683544304,16.34651898734177,2.740506329113924,2.7912341407151096,Very High
22823,CHEST NATURAL WOOD 20 DRAWERS,24,2745.0,13,13,118.07692307692308,211.15384615384616,1.8461538461538463,0.29988465974625145,Very High
22824,3 TIER SWEETHEART GARDEN SHELF,55,1938.2500000000002,43,42,35.67093023255814,45.07558139534884,1.2790697674418605,0.9688581314878892,High
22825,DECORATIVE PLANT POT WITH FRIEZE,73,584.37,28,23,8.479285714285714,20.87035714285714,2.607142857142857,0.530565167243368,Medium
22826,LOVE SEAT ANTIQUE WHITE METAL,58,6210.0,41,33,114.02439024390245,151.46341463414635,1.4146341463414633,0.7612456747404844,Very High
22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,35,5415.0,26,21,158.07692307692307,208.26923076923077,1.3461538461538463,0.4844290657439446,Very High
22828,REGENCY MIRROR WITH SHUTTERS,10,1530.0,7,7,156.42857142857142,218.57142857142858,1.4285714285714286,0.16147635524798157,High
22829,SWEETHEART WIRE WALL TIDY,227,2295.43,109,80,10.87275229357798,21.05899082568807,2.0825688073394497,1.845444059976932,Very High
22830,UTILTY CABINET WITH HOOKS,131,2610.29,6,5,21.771666666666665,435.04833333333335,21.833333333333332,0.11534025374855825,Very High
22831,WHITE BROCANTE SOAP DISH,706,2070.9,121,91,3.319105691056911,17.11487603305785,5.8347107438016526,2.09919261822376,High
22832,BROCANTE SHELF WITH HOOKS,162,1781.82,76,64,11.533157894736842,23.445,2.1315789473684212,1.4763552479815456,High
22833,HALL CABINET WITH 3 DRAWERS,76,2603.5299999999997,5,4,56.508,520.7059999999999,15.2,0.0922722029988466,Very High
22834,HAND WARMER BABUSHKA DESIGN,4941,7105.33,368,199,2.229490616621984,19.30796195652174,13.42663043478261,4.590542099192618,Very High
22835,HOT WATER BOTTLE I AM SO POORLY,3441,17892.96,657,316,5.887280966767372,27.234337899543377,5.237442922374429,7.289504036908881,Very High
22837,HOT WATER BOTTLE BABUSHKA ,1173,5657.93,178,108,5.565,31.786123595505618,6.589887640449438,2.491349480968858,Very High
22838,3 TIER CAKE TIN RED AND CREAM,689,9765.11,168,115,17.272142857142857,58.12565476190476,4.101190476190476,2.6528258362168398,Very High
22839,3 TIER CAKE TIN GREEN AND CREAM,445,6981.67,201,107,18.59910891089109,34.73467661691542,2.2139303482587063,2.4682814302191463,Very High
22840,ROUND CAKE TIN VINTAGE RED,913,6903.79,271,193,8.366014760147602,25.475239852398524,3.3690036900369003,4.4521337946943484,Very High
22841,ROUND CAKE TIN VINTAGE GREEN,529,4101.77,213,156,8.441549295774648,19.257136150234743,2.483568075117371,3.598615916955018,Very High
22842,BISCUIT TIN VINTAGE RED,589,3823.21,162,120,7.2198765432098755,23.600061728395062,3.6358024691358026,2.768166089965398,Very High
22843,BISCUIT TIN VINTAGE GREEN,450,2904.52,126,92,7.27,23.05174603174603,3.5714285714285716,2.122260668973472,Very High
22844,VINTAGE CREAM DOG FOOD CONTAINER,1003,9661.32,416,176,10.829090909090908,23.224326923076923,2.4110576923076925,4.05997693194925,Very High
22845,VINTAGE CREAM CAT FOOD CONTAINER,802,5396.93,316,155,7.846624605678234,17.078892405063293,2.537974683544304,3.575547866205306,Very High
22846,BREAD BIN DINER STYLE RED ,665,10676.619999999999,278,158,17.699460431654675,38.40510791366906,2.3920863309352516,3.6447520184544406,Very High
22847,BREAD BIN DINER STYLE IVORY,905,14389.34,376,214,17.408590425531916,38.269521276595746,2.4069148936170213,4.9365628604382925,Very High
22848,BREAD BIN DINER STYLE PINK,323,5208.45,128,68,18.21203125,40.691015625,2.5234375,1.5686274509803921,Very High
22849,BREAD BIN DINER STYLE MINT,323,5027.73,129,79,16.917441860465114,38.97465116279069,2.503875968992248,1.8223760092272203,Very High
22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,2741,2368.64,350,198,1.000593220338983,6.767542857142857,7.831428571428572,4.567474048442906,Very High
22852,DOG BOWL VINTAGE CREAM,390,1757.8799999999999,125,83,4.6368,14.063039999999999,3.12,1.914648212226067,High
22853,CAT BOWL VINTAGE CREAM,472,1655.96,116,76,3.6286206896551727,14.27551724137931,4.068965517241379,1.7531718569780852,High
22854,CREAM SWEETHEART EGG HOLDER,767,3708.52,161,123,5.392760736196319,23.034285714285716,4.763975155279503,2.837370242214533,Very High
22855,FINE WICKER HEART ,2642,3301.73,237,152,1.5268487394957984,13.931350210970464,11.147679324894515,3.5063437139561704,Very High
22856,ASSORTED EASTER DECORATIONS  BELLS,569,729.57,27,21,3.9481481481481477,27.021111111111114,21.074074074074073,0.4844290657439446,High
22857,ASSORTED EASTER GIFT TAGS,1145,965.86,61,56,1.338360655737705,15.833770491803278,18.770491803278688,1.2918108419838525,High
22858,EASTER TIN KEEPSAKE,1126,1860.78,136,103,1.9434306569343065,13.68220588235294,8.279411764705882,2.3760092272203,High
22859,EASTER TIN BUNNY BOUQUET,1203,2003.07,158,111,1.9235,12.6776582278481,7.613924050632911,2.5605536332179932,High
22860,EASTER TIN CHICKS PINK DAISY,589,1017.77,107,82,1.9718691588785044,9.511869158878504,5.5046728971962615,1.8915801614763552,High
22861,EASTER TIN CHICKS IN GARDEN,305,522.93,50,36,2.0107999999999997,10.458599999999999,6.1,0.8304498269896194,Medium
22862,LOVE HEART NAPKIN BOX ,171,826.95,66,42,5.413235294117648,12.529545454545456,2.590909090909091,0.9688581314878892,High
22863,SOAP DISH BROCANTE,719,2070.73,110,77,3.2954545454545454,18.82481818181818,6.536363636363636,1.776239907727797,High
22865,HAND WARMER OWL DESIGN,8439,17786.13,654,375,2.359009009009009,27.19591743119266,12.903669724770642,8.650519031141869,Very High
22866,HAND WARMER SCOTTY DOG DESIGN,6611,14366.52,548,329,2.3365124555160146,26.216277372262773,12.063868613138686,7.589388696655133,Very High
22867,HAND WARMER BIRD DESIGN,6433,14061.890000000001,554,333,2.401336898395722,25.382472924187727,11.611913357400722,7.681660899653979,Very High
22868,NUMBER TILE COTTAGE GARDEN 0 ,63,144.65,20,10,3.04,7.2325,3.15,0.2306805074971165,Medium
22869,NUMBER TILE COTTAGE GARDEN 1,96,246.14,44,18,3.1904545454545454,5.594090909090909,2.1818181818181817,0.4152249134948097,Medium
22870,NUMBER TILE COTTAGE GARDEN 2,93,240.29,39,14,3.2600000000000002,6.161282051282051,2.3846153846153846,0.32295271049596314,Medium
22871,NUMBER TILE COTTAGE GARDEN 3 ,67,163.35,25,10,3.258,6.534,2.68,0.2306805074971165,Medium
22872,NUMBER TILE COTTAGE GARDEN 4,72,177.46,30,13,3.1853333333333333,5.915333333333334,2.4,0.29988465974625145,Medium
22873,NUMBER TILE COTTAGE GARDEN 5,60,145.5,26,12,3.0461538461538464,5.596153846153846,2.3076923076923075,0.27681660899653976,Medium
22874,NUMBER TILE COTTAGE GARDEN 6,65,150.81,21,10,2.944545454545455,7.1814285714285715,3.0952380952380953,0.2306805074971165,Medium
22875,NUMBER TILE COTTAGE GARDEN 7,63,149.09,25,14,2.9124,5.9636000000000005,2.52,0.32295271049596314,Medium
22876,NUMBER TILE COTTAGE GARDEN 8,61,138.81,20,11,2.943,6.9405,3.05,0.2537485582468281,Medium
22877,NUMBER TILE COTTAGE GARDEN 9,63,138.10999999999999,19,12,2.638421052631579,7.268947368421052,3.3157894736842106,0.27681660899653976,Medium
22878,NUMBER TILE COTTAGE GARDEN No,75,204.19,33,10,3.453333333333333,6.1875757575757575,2.272727272727273,0.2306805074971165,Medium
22879,NUMBER TILE VINTAGE FONT 0,70,102.46,16,6,2.8674999999999997,6.40375,4.375,0.13840830449826988,Low
22880,NUMBER TILE VINTAGE FONT 1,97,196.69,32,8,3.299375,6.1465625,3.03125,0.1845444059976932,Medium
22881,NUMBER TILE VINTAGE FONT 2,102,197.56,34,9,3.2152941176470584,5.810588235294118,3.0,0.20761245674740486,Medium
22882,NUMBER TILE VINTAGE FONT 3,108,213.7,42,13,3.0280952380952377,5.088095238095238,2.5714285714285716,0.29988465974625145,Medium
22883,NUMBER TILE VINTAGE FONT 4,100,191.48,32,9,3.294375,5.98375,3.125,0.20761245674740486,Medium
22884,NUMBER TILE VINTAGE FONT 5,99,194.04999999999998,36,12,3.086666666666667,5.3902777777777775,2.75,0.27681660899653976,Medium
22885,NUMBER TILE VINTAGE FONT 6 ,96,172.78,28,10,3.097142857142857,6.170714285714285,3.4285714285714284,0.2306805074971165,Medium
22886,NUMBER TILE VINTAGE FONT 7,87,146.43,25,8,2.8827999999999996,5.857200000000001,3.48,0.1845444059976932,Medium
22887,NUMBER TILE VINTAGE FONT 8,78,126.78,23,8,2.967391304347826,5.512173913043478,3.391304347826087,0.1845444059976932,Low
22888,NUMBER TILE VINTAGE FONT 9 ,76,124.97999999999999,21,7,3.1642857142857146,5.951428571428571,3.619047619047619,0.16147635524798157,Low
22889,NUMBER TILE VINTAGE FONT No ,169,263.8,33,6,3.626969696969697,7.993939393939394,5.121212121212121,0.13840830449826988,Medium
22890,NOVELTY BISCUITS CAKE STAND 3 TIER,385,3939.87,165,94,11.292349397590362,23.878,2.3333333333333335,2.1683967704728953,Very High
22891,TEA FOR ONE POLKADOT,420,2108.18,168,69,5.823214285714285,12.548690476190476,2.5,1.591695501730104,High
22892,SET OF SALT AND PEPPER TOADSTOOLS,2472,3021.6,199,117,1.2452261306532664,15.183919597989949,12.422110552763819,2.698961937716263,Very High
22893,MINI CAKE STAND T-LIGHT HOLDER,1872,931.02,142,45,0.6406293706293706,6.556478873239437,13.183098591549296,1.0380622837370241,High
22894,TABLECLOTH RED APPLES DESIGN ,305,3027.38,122,82,10.172682926829268,24.814590163934426,2.5,1.8915801614763552,Very High
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,2058,6334.3,284,163,3.6027972027972033,22.30387323943662,7.246478873239437,3.7600922722029986,Very High
22896,PEG BAG APPLES DESIGN,1584,4043.36,288,144,3.2036206896551724,14.039444444444445,5.5,3.3217993079584778,Very High
22897,OVEN MITT APPLES DESIGN,1350,2013.1,211,135,1.8147641509433963,9.540758293838863,6.398104265402844,3.1141868512110724,High
22898,CHILDRENS APRON APPLES DESIGN,2414,5150.92,365,201,2.5617983651226157,14.112109589041095,6.6136986301369864,4.6366782006920415,Very High
22899,CHILDREN'S APRON DOLLY GIRL ,2069,4326.43,313,190,2.442825396825397,13.822460063897765,6.610223642172524,4.382929642445213,Very High
22900, SET 2 TEA TOWELS I LOVE LONDON ,4907,14938.43,533,194,3.734585635359116,28.027073170731708,9.206378986866792,4.47520184544406,Very High
22902,TOTE BAG I LOVE LONDON,1288,2633.28,136,71,2.6674264705882353,19.36235294117647,9.470588235294118,1.637831603229527,Very High
22903,CALENDAR FAMILY FAVOURITES,193,550.6,59,21,3.033728813559322,9.332203389830509,3.2711864406779663,0.4844290657439446,Medium
22904,CALENDAR PAPER CUT DESIGN,1834,5467.26,271,162,3.353065693430657,20.17439114391144,6.767527675276753,3.7370242214532867,Very High
22905,CALENDAR IN SEASON DESIGN,581,1502.2900000000002,110,50,2.78990990990991,13.65718181818182,5.281818181818182,1.1534025374855825,High
22906,12 MESSAGE CARDS WITH ENVELOPES,1733,2947.87,251,150,2.0496899224806198,11.744501992031871,6.904382470119522,3.4602076124567476,Very High
22907,PACK OF 20 NAPKINS PANTRY DESIGN,6573,5670.0,670,357,0.9899710982658959,8.462686567164178,9.81044776119403,8.235294117647058,Very High
22908,PACK OF 20 NAPKINS RED APPLES,4380,3569.58,375,212,0.9678851174934725,9.51888,11.68,4.89042675893887,Very High
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,8976,8041.179999999999,610,368,0.9908974358974358,13.182262295081966,14.714754098360656,8.489042675893888,Very High
22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,10594,32843.840000000004,820,470,3.3676774969915764,40.05346341463415,12.919512195121952,10.841983852364475,Very High
22911,PAPER CHAIN KIT LONDON,463,1358.0900000000001,94,68,3.2443157894736845,14.44776595744681,4.925531914893617,1.5686274509803921,High
22912,YELLOW COAT RACK PARIS FASHION,287,1342.39,100,74,5.285841584158416,13.423900000000001,2.87,1.7070357554786622,High
22913,RED COAT RACK PARIS FASHION,352,1673.15,112,78,5.552053571428572,14.938839285714286,3.142857142857143,1.799307958477509,High
22914,BLUE COAT RACK PARIS FASHION,467,2261.21,154,106,5.506387096774193,14.683181818181819,3.0324675324675323,2.445213379469435,Very High
22915,ASSORTED BOTTLE TOP  MAGNETS ,3152,1406.42,184,110,1.1675135135135135,7.643586956521739,17.130434782608695,2.5374855824682814,High
22916,HERB MARKER THYME,1905,1314.21,237,130,0.8502066115702479,5.545189873417722,8.037974683544304,2.9988465974625145,High
22917,HERB MARKER ROSEMARY,1937,1340.22,240,132,0.8511618257261411,5.58425,8.070833333333333,3.0449826989619377,High
22918,HERB MARKER PARSLEY,1869,1275.3500000000001,238,130,0.8506224066390041,5.358613445378152,7.852941176470588,2.9988465974625145,High
22919,HERB MARKER MINT,1753,1221.8600000000001,240,132,0.8413168724279835,5.091083333333334,7.304166666666666,3.0449826989619377,High
22920,HERB MARKER BASIL,3423,2153.34,242,133,0.8603278688524589,8.89809917355372,14.144628099173554,3.068050749711649,High
22921,HERB MARKER CHIVES ,1716,1180.8700000000001,209,116,0.8432380952380953,5.650095693779905,8.210526315789474,2.675893886966551,High
22922,FRIDGE MAGNETS US DINER ASSORTED,1587,1422.8999999999999,102,73,1.7672549019607842,13.95,15.558823529411764,1.6839677047289503,High
22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,1360,1130.77,80,64,0.9959999999999999,14.134625,17.0,1.4763552479815456,High
22924,FRIDGE MAGNETS LA VIE EN ROSE,1295,1154.6,87,63,1.3801149425287356,13.27126436781609,14.885057471264368,1.453287197231834,High
22925,BLUE GIANT GARDEN THERMOMETER,449,2757.4700000000003,182,125,6.510491803278689,15.150934065934067,2.467032967032967,2.883506343713956,Very High
22926,IVORY GIANT GARDEN THERMOMETER,594,3656.8500000000004,195,140,6.2895408163265305,18.753076923076925,3.046153846153846,3.229527104959631,Very High
22927,GREEN GIANT GARDEN THERMOMETER,430,2704.71,148,94,6.6860135135135135,18.275067567567568,2.9054054054054053,2.1683967704728953,Very High
22928,YELLOW GIANT GARDEN THERMOMETER,288,1993.75,115,62,7.784695652173913,17.33695652173913,2.5043478260869567,1.4302191464821221,High
22929,SCHOOL DESK AND CHAIR ,19,1199.75,13,13,63.91538461538461,92.28846153846153,1.4615384615384615,0.29988465974625145,High
22930,BAKING MOULD HEART MILK CHOCOLATE,1108,2846.8,189,120,3.073350785340314,15.062433862433863,5.862433862433862,2.768166089965398,Very High
22931,BAKING MOULD HEART WHITE CHOCOLATE,813,1963.3,129,95,2.8299999999999996,15.21937984496124,6.3023255813953485,2.1914648212226067,High
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,884,2000.88,72,51,2.708472222222222,27.790000000000003,12.277777777777779,1.1764705882352942,High
22933,BAKING MOULD EASTER EGG MILK CHOC,940,2585.92,122,82,3.48869918699187,21.196065573770493,7.704918032786885,1.8915801614763552,Very High
22934,BAKING MOULD EASTER EGG WHITE CHOC,589,1707.47,78,65,3.2253846153846157,21.890641025641028,7.551282051282051,1.4994232987312572,High
22935,BAKING MOULD ROSE MILK CHOCOLATE,690,2066.82,65,46,3.8047692307692307,31.797230769230772,10.615384615384615,1.061130334486736,High
22936,BAKING MOULD ROSE WHITE CHOCOLATE,279,895.97,50,30,4.326153846153846,17.9194,5.58,0.6920415224913495,High
22937,BAKING MOULD CHOCOLATE CUPCAKES,972,2563.2400000000002,160,122,2.9215853658536584,16.02025,6.075,2.8143021914648214,Very High
22938,CUPCAKE LACE PAPER SET 6,2367,4488.63,186,160,2.093191489361702,24.13241935483871,12.725806451612904,3.690888119953864,Very High
22939,APRON APPLE DELIGHT,469,2392.67,125,77,6.02104,19.14136,3.752,1.776239907727797,Very High
22940,FELTCRAFT CHRISTMAS FAIRY,1915,7890.25,321,240,4.549082568807339,24.580218068535824,5.965732087227415,5.536332179930796,Very High
22941,CHRISTMAS LIGHTS 10 REINDEER,1670,13795.92,311,205,9.962893890675241,44.359871382636655,5.369774919614148,4.728950403690888,Very High
22942,CHRISTMAS LIGHTS 10 SANTAS ,608,4460.54,152,111,8.33764705882353,29.345657894736842,4.0,2.5605536332179932,Very High
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,1355,6755.47,209,128,6.264258373205742,32.322822966507175,6.483253588516747,2.952710495963091,Very High
22944,CHRISTMAS METAL POSTCARD WITH BELLS,3375,1843.6399999999999,111,50,1.318859649122807,16.609369369369368,30.405405405405407,1.1534025374855825,High
22945,CHRISTMAS METAL TAGS ASSORTED ,2991,3008.92,172,118,2.2110857142857143,17.49372093023256,17.38953488372093,2.7220299884659744,Very High
22946,WOODEN ADVENT CALENDAR CREAM,453,7030.22,137,64,18.158260869565215,51.315474452554746,3.3065693430656933,1.4763552479815456,Very High
22947,WOODEN ADVENT CALENDAR RED,746,8714.24,137,81,13.112481751824818,63.60759124087591,5.445255474452555,1.8685121107266434,Very High
22948,METAL DECORATION NAUGHTY CHILDREN ,1599,1603.29,136,69,1.6767605633802816,11.78889705882353,11.757352941176471,1.591695501730104,High
22949,36 DOILIES DOLLY GIRL,956,1417.55,105,81,1.7194285714285713,13.50047619047619,9.104761904761904,1.8685121107266434,High
22950,36 DOILIES VINTAGE CHRISTMAS,5209,7131.55,185,156,1.5890810810810811,38.54891891891892,28.156756756756756,3.598615916955018,Very High
22951,60 CAKE CASES DOLLY GIRL DESIGN,7481,3990.2,437,237,0.6748868778280543,9.130892448512585,17.11899313501144,5.46712802768166,Very High
22952,60 CAKE CASES VINTAGE CHRISTMAS,16056,9512.07,619,343,0.7646761453396524,15.366833602584814,25.93861066235864,7.912341407151096,Very High
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,502,647.11,98,61,1.3605050505050504,6.603163265306122,5.122448979591836,1.4071510957324107,Medium
22954,HEN PARTY CORDON BARRIER TAPE,197,241.38,40,20,1.3907500000000002,6.0344999999999995,4.925,0.461361014994233,Medium
22955,36 FOIL STAR CAKE CASES ,1040,2053.35,134,91,2.3133823529411766,15.323507462686566,7.7611940298507465,2.09919261822376,High
22956,36 FOIL HEART CAKE CASES,2050,3983.3900000000003,198,144,2.225273631840796,20.118131313131315,10.353535353535353,3.3217993079584778,Very High
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,1775,5014.650000000001,214,179,3.115555555555556,23.432943925233648,8.294392523364486,4.129181084198385,Very High
22959,WRAP CHRISTMAS VILLAGE,4901,2014.42,142,133,0.4184507042253521,14.18605633802817,34.514084507042256,3.068050749711649,High
22960,JAM MAKING SET WITH JARS,8695,37082.13,1132,573,5.077669902912621,32.758065371024735,7.681095406360424,13.217993079584774,Very High
22961,JAM MAKING SET PRINTED,16396,25637.78,1162,537,1.9049140893470793,22.063493975903615,14.110154905335628,12.387543252595155,Very High
22962,JAM JAR WITH PINK LID,3896,3288.11,342,180,1.058187134502924,9.6143567251462,11.391812865497077,4.1522491349480966,Very High
22963,JAM JAR WITH GREEN LID,3290,2777.99,307,165,1.0828478964401294,9.048827361563518,10.716612377850163,3.8062283737024223,Very High
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2624,5472.6900000000005,378,216,2.5305774278215223,14.478015873015874,6.941798941798941,4.982698961937716,Very High
